sourceType,platformId,platformLabel,date,region,channel,sourceChannel,merchant,rawMerchant,brand,product,rawProduct,gmv,quantity,orders,orderId,users
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装,凯旋1664白啤11.8°P啤酒330ml/瓶,140.0,10,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装,凯旋1664白啤11.8°P啤酒330ml/瓶,56.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-湖南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装,凯旋1664白啤11.8°P啤酒330ml/瓶,64.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装,凯旋1664白啤11.8°P啤酒330ml/瓶,54.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装,凯旋1664白啤11.8°P啤酒330ml/瓶,68.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装,凯旋1664白啤11.8°P啤酒330ml/瓶,52.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装24箱装,Kronenbourg166411.5°P白啤整箱装330ml*24瓶,272.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,永辉,连锁超市,永辉超市,,K1664,1664白啤330ml瓶装4瓶装,凯旋1664白啤11.8°P啤酒330ml*4瓶,45.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,永辉,连锁超市,永辉超市,,K1664,1664白啤330ml瓶装4瓶装,凯旋1664白啤11.8°P啤酒330ml*4瓶,90.0,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,,K1664,1664白啤500ml罐装,凯旋1664白啤500ml罐装啤酒,14.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,,K1664,1664白啤500ml罐装,凯旋1664白啤500ml罐装啤酒,60.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤500ml罐装,凯旋1664白啤500ml罐装啤酒,75.0,5,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-CQ,酒小二,酒类专营店,酒小二,,K1664,1664白啤500ml罐装,凯旋1664白啤500ml罐装啤酒,224.0,14,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-湖南,惠宜选,仓店,惠宜选,,K1664,1664白啤500ml罐装,凯旋1664白啤500ml罐装啤酒,25.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,,K1664,1664白啤500ml罐装,凯旋1664白啤500ml罐装啤酒,12.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装3瓶装,1664白啤3瓶装沃尔玛特供,37.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装3瓶装,1664白啤3瓶装沃尔玛特供,37.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装3瓶装,1664白啤3瓶装沃尔玛特供,74.0,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装3瓶装,1664白啤3瓶装沃尔玛特供,37.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml罐装(纤体),K1664白啤罐装（纤体）330ml,48.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,,K1664,1664桃红330ml瓶装,凯旋1664覆盆子果香桃红9.6°P啤酒330ml瓶装,31.6,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,,K1664,1664桃红330ml瓶装,凯旋1664覆盆子果香桃红9.6°P啤酒330ml瓶装,15.8,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,惠宜选,仓店,惠宜选,,K1664,1664桃红330ml瓶装,凯旋1664覆盆子果香桃红9.6°P啤酒330ml瓶装,15.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,,K1664,1664桃红330ml瓶装,凯旋1664覆盆子果香桃红9.6°P啤酒330ml瓶装,13.6,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,,K1664,1664桃红330ml瓶装,凯旋1664覆盆子果香桃红9.6°P啤酒330ml瓶装,13.6,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,惠宜选,仓店,惠宜选,,K1664,1664桃红330ml瓶装,凯旋1664覆盆子果香桃红9.6°P啤酒330ml瓶装,15.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,酒小二,酒类专营店,酒小二,,K1664,1664桃红330ml瓶装,凯旋1664覆盆子果香桃红9.6°P啤酒330ml瓶装,114.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-CQ,永辉,连锁超市,永辉超市,,K1664,1664桃红330ml瓶装,凯旋1664覆盆子果香桃红9.6°P啤酒330ml瓶装,35.7,3,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,惠宜选,仓店,惠宜选,,K1664,1664桃红330ml瓶装,凯旋1664覆盆子果香桃红9.6°P啤酒330ml瓶装,31.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,,K1664,1664白啤500ml罐装12箱装,凯旋1664白啤11.8°P啤酒整箱500ml*12听,142.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,,K1664,1664白啤500ml罐装12箱装,凯旋1664白啤11.8°P啤酒整箱500ml*12听,155.3,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤500ml罐装3罐装,凯旋1664白啤啤酒500ml*3罐装,42.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装6瓶装,凯旋1664白啤11.8°P啤酒330ml*6瓶,70.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装6瓶装,凯旋1664白啤11.8°P啤酒330ml*6瓶,210.0,3,3,3,3
full,taobao,淘宝闪购,2026-06-01,CBC-SC,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装6瓶装,凯旋1664白啤11.8°P啤酒330ml*6瓶,57.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装6瓶装,凯旋1664白啤11.8°P啤酒330ml*6瓶,345.0,5,4,4,4
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装6瓶装,凯旋1664白啤11.8°P啤酒330ml*6瓶,70.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装6瓶装,凯旋1664白啤11.8°P啤酒330ml*6瓶,219.0,3,3,3,2
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装6瓶装,凯旋1664白啤11.8°P啤酒330ml*6瓶,73.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,YN,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装6瓶装,凯旋1664白啤11.8°P啤酒330ml*6瓶,94.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664白啤330ml瓶装6瓶装,凯旋1664白啤11.8°P啤酒330ml*6瓶,70.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-CQ,永辉,连锁超市,永辉超市,,K1664,1664桃红330ml瓶装4瓶装,凯旋16649.6°P覆盆子果香1664桃红啤酒330ml*4瓶/份,49.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,33.0,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,酒小二,酒类专营店,酒小二,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,96.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,NX,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-CQ,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,13.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,27.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB苏皖,酒小二,酒类专营店,酒小二,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,65.0,5,4,4,4
full,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,18.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,NX,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,30.0,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,18.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,16.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-SC,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,27.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,55.6,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,31.0,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,41.7,3,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-SC,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,27.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-CQ,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,13.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,99.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-01,NX,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,97.3,7,2,2,2
full,taobao,淘宝闪购,2026-06-01,CBC-SC,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,41.7,3,2,2,2
full,taobao,淘宝闪购,2026-06-01,CBC-SC,酒小二,酒类专营店,酒小二,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,65.0,5,2,2,2
full,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,90.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,29.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,27.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,23.8,2,2,2,2
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,41.7,3,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-湖南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-SC,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,41.7,3,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,77.5,5,4,4,4
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,63.6,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,13.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,14.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,18.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-湖南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-CQ,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,44.7,3,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-CQ,酒小二,酒类专营店,酒小二,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,42.0,3,2,2,2
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,酒小二,酒类专营店,酒小二,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,13.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,41.7,3,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-湖南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,206.7,13,4,4,3
full,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-SC,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,180.7,13,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华北,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,11.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,31.8,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,,K1664,1664桃红500ml罐装,凯旋1664桃红啤酒500ml罐装,15.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-SC,酒小二,酒类专营店,酒小二,,K1664,1664桃红500ml罐装12箱装,凯旋1664桃红覆盆子果香啤酒整箱500ml*12听,149.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,,K1664,1664桃红500ml罐装12箱装,凯旋1664桃红覆盆子果香啤酒整箱500ml*12听,477.0,3,3,3,3
full,taobao,淘宝闪购,2026-06-01,CIB东南,永辉,连锁超市,永辉超市,,K1664,1664桃红500ml罐装3罐装,凯旋1664桃红啤酒500ml*3罐装,26.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,永辉,连锁超市,永辉超市,,K1664,1664桃红500ml罐装3罐装,凯旋1664桃红啤酒500ml*3罐装,107.6,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华北,永辉,连锁超市,永辉超市,,K1664,1664桃红500ml罐装3罐装,凯旋1664桃红啤酒500ml*3罐装,26.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,永辉,连锁超市,永辉超市,,K1664,1664桃红500ml罐装3罐装,凯旋1664桃红啤酒500ml*3罐装,80.7,3,3,3,3
full,taobao,淘宝闪购,2026-06-01,CIB苏皖,永辉,连锁超市,永辉超市,,K1664,1664桃红500ml罐装3罐装,凯旋1664桃红啤酒500ml*3罐装,26.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,永辉,连锁超市,永辉超市,,K1664,1664桃红500ml罐装3罐装,凯旋1664桃红啤酒500ml*3罐装,26.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,酒小二,酒类专营店,酒小二,,K1664,1664桃红500ml罐装3罐装,凯旋1664桃红啤酒500ml*3罐装,45.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB华北,永辉,连锁超市,永辉超市,,K1664,1664桃红500ml罐装3罐装,凯旋1664桃红啤酒500ml*3罐装,26.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,永辉,连锁超市,永辉超市,,K1664,1664桃红500ml罐装3罐装,凯旋1664桃红啤酒500ml*3罐装,107.6,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,永辉,连锁超市,永辉超市,,K1664,1664桃红500ml罐装3罐装,凯旋1664桃红啤酒500ml*3罐装,80.7,3,2,2,2
full,taobao,淘宝闪购,2026-06-01,CIB华北,永辉,连锁超市,永辉超市,,K1664,1664桃红500ml罐装3罐装,凯旋1664桃红啤酒500ml*3罐装,27.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-CQ,永辉,连锁超市,永辉超市,,K1664,1664桃红500ml罐装3罐装,凯旋1664桃红啤酒500ml*3罐装,167.6,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-SC,酒小二,酒类专营店,酒小二,,K1664,1664桃红330ml瓶装6瓶装,Kronenbourg16649.6°P桃红啤酒整箱装330ml*6听,84.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,YN,酒小二,酒类专营店,酒小二,,K1664,1664桃红330ml瓶装6瓶装,Kronenbourg16649.6°P桃红啤酒整箱装330ml*6听,158.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-01,YN,酒小二,酒类专营店,酒小二,,K1664,1664桃红330ml瓶装6瓶装,Kronenbourg16649.6°P桃红啤酒整箱装330ml*6听,89.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,酒小二,酒类专营店,酒小二,,K1664,1664桃红330ml瓶装6瓶装,Kronenbourg16649.6°P桃红啤酒整箱装330ml*6听,141.6,2,2,2,1
full,taobao,淘宝闪购,2026-06-01,CBC-SC,酒小二,酒类专营店,酒小二,,K1664,1664法蓝拉格500ml罐装,凯旋16649.0°P法蓝干啤酒500ml/听,14.0,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,YN,酒小二,酒类专营店,酒小二,,乐堡,乐堡啤酒330ml瓶装24箱装,乐堡啤酒8°P啤酒整箱装330ml*24瓶,100.0,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,酒小二,酒类专营店,酒小二,,乐堡,乐堡啤酒330ml小罐装24箱装,TUBORG8°P乐堡啤酒整箱装330ml*24听,200.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-01,CBC-CQ,永辉,连锁超市,永辉超市,,乐堡,乐堡啤酒330ml小罐装6罐装,乐堡8°P啤酒330ml*6罐,174.3,7,7,7,7
full,taobao,淘宝闪购,2026-06-01,CBC-SC,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,13.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,酒小二,酒类专营店,酒小二,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,60.0,10,2,2,2
full,taobao,淘宝闪购,2026-06-01,CBC-SC,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,45.5,7,2,2,2
full,taobao,淘宝闪购,2026-06-01,CBC-SC,酒小二,酒类专营店,酒小二,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,23.6,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,39.0,6,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-湖南,酒小二,酒类专营店,酒小二,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,28.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-CQ,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,26.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,6.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,CBC-SC,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,13.0,2,2,2,2
full,taobao,淘宝闪购,2026-06-01,华中-湖南,酒小二,酒类专营店,酒小二,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,217.0,31,5,5,5
full,taobao,淘宝闪购,2026-06-01,CBC-SC,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,32.5,5,3,3,3
full,taobao,淘宝闪购,2026-06-01,CBC-SC,酒小二,酒类专营店,酒小二,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,96.0,12,3,3,3
full,taobao,淘宝闪购,2026-06-01,CBC-SC,酒小二,酒类专营店,酒小二,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,28.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,YN,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,6.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,YN,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,6.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,YN,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,52.0,8,3,3,3
full,taobao,淘宝闪购,2026-06-01,YN,酒小二,酒类专营店,酒小二,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,44.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,YN,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,45.5,7,2,2,1
full,taobao,淘宝闪购,2026-06-01,YN,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,13.0,2,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB东南,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,6.9,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,YN,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,26.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,YN,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,6.5,1,1,1,1
full,taobao,淘宝闪购,2026-06-01,华中-非湖南,酒小二,酒类专营店,酒小二,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,28.0,4,1,1,1
full,taobao,淘宝闪购,2026-06-01,CIB苏皖,惠宜选,仓店,惠宜选,,乐堡,乐堡啤酒500ml大罐装,乐堡啤酒500ml大罐装,20.7,3,1,1,1
